bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,price
3,2,2120,13644,2,0,4,9,1420,700,693000
4,3,2780,7290,2,0,3,8,2780,0,478000
2,1,830,6893,1,0,3,7,830,0,222000
4,3,2070,11286,2,0,3,8,2070,0,635000
3,3,1390,1278,2,0,3,8,1140,250,469000
4,3,2610,5866,2,0,3,8,2610,0,350000
5,1,1460,11726,1.5,0,3,6,1290,170,180000
4,2,3390,39356,1,0,4,8,1640,1750,490000
3,2,1360,6000,1,0,3,6,860,500,360000
4,3,2807,9430,2,0,3,8,2807,0,630000
4,1,1340,2006,1.5,0,3,7,1340,0,615000
3,2,1340,7202,2,0,4,7,1340,0,279950
3,1,1160,8813,1,0,3,7,1160,0,317000
4,2,2470,7350,1,0,3,7,1600,870,618000
5,2,2000,8713,1,0,3,7,1000,1000,620000
3,1,1110,6250,1,0,3,7,1110,0,345000
3,2,2240,3750,1,0,3,7,1220,1020,608000
4,2,1920,11603,2,0,4,7,1920,0,325000
3,2,2270,13000,1,0,5,8,2270,0,475000
3,3,1530,9997,1,0,3,6,1020,510,154000
5,3,3330,19126,2,0,4,11,2610,720,1190000
4,3,2643,5750,2,0,3,8,2643,0,376950
2,2,1250,3360,1,0,3,7,1250,0,500000
3,3,3230,129578,1,0,4,8,2100,1130,499950
3,1,880,9035,1,0,4,6,880,0,230000
4,3,2220,5900,2,0,3,8,2220,0,652600
3,2,1130,7000,1,0,3,7,1130,0,185000
3,1,1450,8820,1,0,3,6,1050,400,274950
2,1,760,6035,1,0,3,6,760,0,447000
2,1,1150,30184,1,0,3,6,1150,0,129000
5,3,2720,9856,2,0,4,8,2720,0,436000
3,2,2080,5000,2,0,5,8,2080,0,825000
3,1,1080,16000,1,0,3,6,1080,0,225000
3,3,1890,6088,2,0,3,7,1890,0,265000
3,2,1500,5111,2,0,5,8,1500,0,765000
4,2,1960,2166,1.5,0,4,7,1260,700,509000
4,2,2570,8640,1,0,4,8,2570,0,762450
5,2,1830,9000,1,0,3,7,1030,800,465000
3,2,1980,6250,1,0,5,7,1090,890,564000
2,1,1130,5236,1,0,4,6,1130,0,384500
3,2,2010,33090,1.5,0,5,8,2010,0,415000
2,2,1820,8409,1,0,4,6,910,910,345000
4,3,2340,6896,2,0,3,7,2340,0,465950
3,2,1780,11096,1,0,3,7,1210,570,325000
3,2,1780,11096,1,0,3,7,1210,570,500000
4,3,2450,20348,1,0,3,8,1410,1040,450000
4,3,2410,8284,1,0,5,7,1210,1200,475000
5,2,3380,20021,1,0,4,8,1690,1690,1346400
3,2,1710,5120,2,0,4,7,1710,0,747000
3,2,1740,6220,1,0,4,6,1740,0,395000
3,3,1995,1483,3,0,3,8,1760,235,505000
3,2,1760,9282,1,0,5,7,1100,660,215000
4,4,3970,210830,2,0,3,9,3970,0,775000
4,3,3000,5471,2,0,3,8,3000,0,540000
3,2,1540,8925,1,0,4,7,1540,0,392500
3,2,2160,15788,1,0,3,8,2160,0,987000
3,2,2160,15788,1,0,3,8,2160,0,1190000
3,2,1810,10684,2,0,3,8,1810,0,252500
3,4,2440,3502,2,0,3,7,1970,470,730000
6,3,3200,9200,1,0,4,8,1600,1600,497300
4,3,2970,34981,2,0,3,9,2970,0,640000
5,2,2290,7125,1,0,3,7,1190,1100,580000
3,2,1820,34800,1,0,4,6,1820,0,377000
4,4,3010,3600,2,0,3,9,2370,640,1280000
3,2,1360,1488,2,0,3,7,1120,240,396500
4,3,2080,2999,2,0,3,8,2080,0,300000
3,1,1110,4800,1.5,0,3,7,1110,0,532000
2,2,1560,4500,1,0,3,8,1560,0,579000
4,3,3520,7815,2,0,3,10,3140,380,1400000
5,2,2280,43560,1,0,4,8,1380,900,571000
3,2,1370,9288,1,0,4,7,1370,0,301950
3,3,2340,2970,2,0,5,8,2160,180,660000
4,3,3170,10688,2,0,3,9,3170,0,455000
3,2,1380,5060,1,0,3,7,1380,0,375000
4,3,2700,6769,2,0,3,9,2700,0,470000
3,3,1300,10484,2,0,3,8,1300,0,374990
2,3,1900,3690,2,0,3,8,1900,0,541500
3,3,3750,7821,2,0,3,9,3750,0,782500
3,2,1552,3677,2,0,3,7,1552,0,264000
4,3,2500,7417,2,0,3,9,2500,0,640000
3,2,1770,8141,1,0,5,8,1770,0,660000
5,4,4210,17258,2,0,3,12,4210,0,1365000
3,3,2170,8140,2,0,3,9,2170,0,389950
2,1,1510,19874,1,0,3,7,1510,0,226000
3,2,1870,40250,1,0,5,7,1870,0,390000
3,2,1570,8111,2,0,3,8,1570,0,485000
4,3,2480,4602,2,0,3,9,2480,0,840000
5,4,3580,21343,1.5,0,4,8,2140,1440,600000
2,1,1480,6210,1,0,3,7,1080,400,331000
3,2,2610,6000,1,0,5,7,1310,1300,780000
3,2,1700,8481,2,0,3,7,1700,0,300000
3,2,1240,7620,1,0,3,7,1240,0,361810
3,1,1660,6582,1,0,5,7,1000,660,467000
3,2,1620,10000,1.5,0,5,6,1620,0,399000
3,2,1130,7500,1.5,0,4,7,1130,0,315450
3,1,1310,5000,1.5,0,3,7,1310,0,600000
4,2,1710,5200,1,0,4,7,910,800,247500
3,1,2140,5037,1,0,3,7,2140,0,330000
4,2,2350,7210,1.5,0,4,7,2350,0,500000
3,1,1570,10050,1,0,3,7,1570,0,367500
3,3,2780,32880,1,0,3,9,2780,0,560000
4,2,2540,7620,1,0,3,8,1320,1220,655000
5,3,2500,7140,1,0,4,7,1250,1250,530000
3,2,2080,26574,1,0,3,7,1380,700,270000
3,2,1760,2875,2,0,3,7,1290,470,437500
3,2,1760,10349,1,0,3,8,1760,0,575000
4,3,1940,6887,2,0,3,7,1940,0,278000
4,3,3010,6181,2,0,3,9,3010,0,568500
4,3,2460,9606,1,0,3,8,2460,0,280000
2,1,750,6350,1,0,3,5,750,0,250000
3,1,1300,72309,1,0,3,6,680,620,247500
5,3,3710,13874,1.5,0,4,9,2340,1370,1250000
4,3,2360,15008,1,0,3,9,1920,440,535000
3,3,3190,6899,2,0,3,9,3190,0,814842
4,3,2181,5521,2,0,3,8,2181,0,340000
3,2,1890,9100,2,0,4,7,1890,0,359950
3,2,2610,5544,1.5,0,3,8,1680,930,750000
4,2,3090,8125,2.5,0,5,8,3090,0,1220000
2,1,860,5040,1,0,3,7,860,0,370000
3,1,1000,9170,1,0,3,7,1000,0,329950
3,3,2760,35171,2,0,3,9,2760,0,500000
4,3,3490,18521,2,0,4,9,3490,0,734000
4,3,2960,5054,2,0,3,9,2960,0,385000
2,1,1280,4635,1,0,3,6,840,440,230000
4,4,3230,7200,1,0,3,10,1640,1590,1385000
3,2,1830,4992,1,0,3,7,1230,600,210000
3,2,1420,13187,1,0,4,7,1420,0,293000
3,1,1580,3774,1.5,0,3,6,1580,0,465000
3,2,1960,44634,1,0,3,7,1130,830,449000
2,2,1670,10725,1,0,3,7,1670,0,325000
3,2,1670,7056,1,0,4,7,1670,0,180000
6,3,2960,5000,1,0,3,8,1790,1170,650000
4,3,2420,7102,1,0,5,7,1670,750,665000
3,2,1420,16000,1,0,3,7,1420,0,324450
4,2,2170,5750,1,0,3,7,1370,800,588000
4,1,1310,5200,1.5,0,3,6,1160,150,200000
4,2,1830,11090,1,0,3,7,1060,770,383000
3,2,1360,2500,1,0,3,7,730,630,499950
5,3,3440,12350,1,0,4,9,1760,1680,549000
5,3,2010,7264,1,0,3,7,1290,720,465000
3,3,2450,19744,2,0,3,10,2450,0,450000
4,3,3030,7800,2,0,3,9,1580,1450,799900
4,3,2480,91911,1,0,4,7,1470,1010,495000
3,4,4310,10842,2,0,3,10,3140,1170,1200000
4,3,2120,15000,2,0,4,8,2120,0,637000
4,1,2210,4366,2,0,3,8,2210,0,589000
3,2,1400,10350,1,0,4,7,1400,0,305000
4,2,2760,5200,2,0,3,7,1790,970,600000
4,3,2550,6256,2,0,3,9,2550,0,587000
2,3,2220,4000,2,0,3,9,2220,0,1425000
4,1,1320,11212,1,0,5,6,1320,0,250000
3,3,2440,3202,2,0,4,8,1640,800,515000
4,3,3780,10308,2,0,3,10,3780,0,833000
3,3,4720,32467,2,0,3,10,3190,1530,860000
4,3,2360,6678,1,0,3,8,1760,600,550000
2,1,890,6000,1,0,2,6,890,0,180000
4,2,1770,9375,1,0,4,7,1170,600,507000
3,2,1720,128066,1,0,3,7,1720,0,427000
3,4,2490,2722,2,0,3,8,2020,470,616950
4,2,1890,10550,1,0,5,7,1010,880,372000
2,1,1020,6380,1,0,3,7,1020,0,290000
4,3,2420,8438,2,0,3,8,2420,0,329990
3,2,1600,8156,1,0,5,7,1600,0,393500
5,3,3370,17458,1,0,5,10,2000,1370,1550000
4,2,1720,8300,1,0,4,8,1720,0,240000
3,1,1090,8640,1,0,4,6,1090,0,285000
3,2,1090,9862,1,0,3,8,1090,0,382500
4,4,3600,16101,1,0,3,9,3600,0,1925000
3,3,2760,9471,1,0,3,8,1760,1000,800000
4,4,2770,24140,2,0,3,8,2770,0,550000
4,2,2520,15205,1,0,4,7,2040,480,387846
4,2,1960,16015,1,0,3,7,1960,0,367500
5,1,1760,4264,2,0,3,8,1760,0,780500
3,2,1090,6775,1,0,4,7,850,240,680000
5,2,1960,7875,1,0,4,7,1960,0,434400
2,1,1220,17172,1,0,4,6,1220,0,370000
3,2,1730,8073,1,0,3,8,1350,380,465000
3,2,1830,6925,1,0,4,8,1830,0,323000
4,3,1600,9921,2,0,3,7,1600,0,270000
3,2,2040,42693,1,0,3,10,2040,0,1320000
4,3,2710,6583,2,0,3,9,2710,0,560000
3,1,1140,4500,1,0,3,6,840,300,450000
2,1,930,7740,1,0,3,6,930,0,290000
3,2,1010,21340,1,0,3,8,1010,0,354000
5,3,2380,5000,2,0,5,7,2380,0,705000
3,2,1860,7200,1,0,4,7,1240,620,445000
3,1,1440,11925,1,0,3,7,1440,0,229900
4,3,2980,5896,2,0,3,8,2980,0,610000
3,3,2670,5108,2,0,3,9,2670,0,535000
3,2,2150,8925,1,0,4,7,2150,0,437400
5,3,3160,10059,2,0,3,10,1740,1420,540000
3,2,1890,29185,1,0,3,7,1470,420,570000
3,3,2810,4607,2,0,3,8,2810,0,533000
3,3,2690,4819,2,0,3,7,2690,0,555000
3,2,1230,9600,1,0,4,7,1230,0,239950
3,1,950,9451,1,0,4,7,950,0,350000
2,1,1200,4880,1,0,3,6,980,220,245000
4,2,1670,9886,1,0,5,7,1670,0,456000
4,2,2140,7701,1,0,4,7,1470,670,465000
2,2,1440,4660,1,0,3,8,1440,0,445000
5,3,3050,7500,1,0,4,8,1800,1250,517850
5,3,2570,7260,2,0,3,8,2570,0,329000
3,3,1840,2875,2,0,4,7,1840,0,512500
2,1,1250,8100,1,0,4,7,1250,0,365000
3,1,1410,9384,1,0,3,7,1410,0,450500
3,1,1560,8232,1,0,3,7,1560,0,915000
3,1,960,7314,1,0,5,6,960,0,205000
4,3,1870,8449,2,0,3,8,1870,0,314000
2,1,900,9260,1,0,3,7,900,0,496000
4,1,2050,7590,1,0,3,7,1280,770,329950
4,2,2400,6000,2,0,3,6,2400,0,375000
3,3,1850,7777,2,0,5,8,1850,0,623000
4,2,1220,9600,1,0,3,6,1220,0,310000
3,3,3140,37120,1,0,3,9,1760,1380,532500
4,2,2410,4560,2,0,5,9,1800,610,960000
4,3,3130,40918,2,0,3,9,3130,0,598000
3,3,2300,9218,2,0,3,9,2300,0,683000
5,3,2840,9425,1,0,4,7,1590,1250,425000
5,3,1800,3780,1.5,0,3,7,1400,400,533000
3,1,1190,9486,1,0,4,7,1190,0,375000
3,2,1710,7225,2,0,4,7,1710,0,250500
4,2,1900,22896,1.5,0,3,7,1360,540,257000
3,1,880,18205,1,0,4,6,880,0,218000
3,2,2060,4437,1,0,3,7,1030,1030,460000
3,1,1360,6186,1.5,0,4,6,760,600,255544
2,2,1680,4647,1,0,3,8,1680,0,560000
4,3,2980,4074,2,0,3,8,2980,0,480000
5,2,2130,19180,1,0,3,8,1500,630,1300000
3,3,2650,9752,1,0,3,9,2650,0,580000
3,3,1700,9100,1,0,3,8,1160,540,475000
4,3,2680,12215,1,1,3,9,1590,1090,1309500
3,3,2530,623779,1,0,4,8,2530,0,700000
3,3,2520,10223,2,0,3,10,2520,0,590000
3,3,1630,8346,1,0,3,8,1630,0,264500
2,1,730,2600,1,0,4,6,730,0,465000
3,1,910,7620,1,0,3,7,910,0,290000
4,5,4510,12873,2,0,3,12,4510,0,1815000
3,1,1110,12150,1,0,4,7,1110,0,416000
4,2,1450,8940,1,0,3,7,1450,0,360000
5,3,2910,36250,1,0,3,8,1590,1320,585083
4,3,2600,2750,1.5,0,3,7,1620,980,840000
2,1,730,9975,1,0,1,5,730,0,81000
3,2,2440,9200,1,0,4,8,2440,0,1285000
4,2,2290,7380,1,0,3,7,1390,900,326000
2,1,720,7500,1,0,3,6,720,0,447000
3,1,940,7125,1.5,0,4,7,940,0,185000
3,3,1540,7773,2,0,4,8,1540,0,439950
3,2,1140,10300,1.5,0,4,6,1140,0,234000
4,3,2100,8886,2,0,4,7,2100,0,485000
4,2,2670,6250,2,0,4,8,2020,650,750000
4,2,2750,5527,2,0,3,8,2130,620,865000
4,3,2570,9000,1,0,4,8,1590,980,287500
3,2,1660,9673,1,0,3,7,1130,530,375000
3,2,1700,8800,1,0,5,7,850,850,565000
4,3,1530,8306,2,0,3,7,1530,0,260000
3,1,1260,10900,1,0,4,6,1260,0,190000
5,2,2760,6420,1,0,5,7,1380,1380,399950
3,3,1830,7062,2,0,3,7,1830,0,275000
3,3,2160,4086,1,0,3,7,1380,780,528000
3,2,1770,9685,1,0,3,5,1770,0,315000
2,2,2210,5500,1,0,4,8,1410,800,614306
3,4,4560,14608,2,0,3,12,4560,0,1490000
3,3,2110,3870,2,0,3,9,2110,0,590000
3,1,1130,3600,1,0,3,6,1130,0,261500
4,3,1960,9898,2,0,3,8,1960,0,300000
3,2,2230,4551,1.5,0,5,8,1450,780,439000
5,2,2350,13000,1,0,3,7,2350,0,277554
3,2,1340,8505,1,0,3,6,1340,0,215000
2,2,2160,17861,2,1,4,9,2160,0,1200000
4,2,1700,6375,1,0,4,7,850,850,420000
3,3,1650,3436,2,0,3,7,1650,0,485000
3,2,1540,8316,1,0,5,6,1540,0,202500
5,3,3920,8572,2,0,3,9,3920,0,710000
4,3,3250,6933,2,0,3,8,3250,0,535000
4,2,1360,7700,1,0,4,7,1360,0,260000
3,2,1480,7480,1,0,4,7,1480,0,254000
4,3,2360,5226,2,0,3,8,2360,0,600000
3,3,1800,2516,2,0,3,7,1800,0,285000
4,4,2540,20662,2,0,3,10,2540,0,800000
3,1,1200,13100,1,0,3,6,1200,0,165000
2,1,710,6960,1,0,4,6,710,0,216500
4,3,2640,5595,2,0,3,8,2640,0,387990
4,3,3010,5040,2,0,3,8,3010,0,500000
4,3,2770,5612,2,0,3,7,2770,0,650000
4,3,2310,4079,2,0,3,8,2310,0,646000
4,3,2060,9138,1,0,3,8,1430,630,323400
3,3,1880,4200,2,0,3,7,1880,0,300000
5,2,2280,5400,1.5,0,4,7,1340,940,712500
3,2,1380,3402,1.5,0,3,7,1380,0,550000
3,1,1180,7537,1,0,3,7,1180,0,400000
4,2,1650,7200,1,0,3,7,1100,550,255000
3,2,2030,9032,2,0,4,7,2030,0,660000
4,2,2110,6375,1,0,4,8,1600,510,925000
4,2,2130,7210,1,0,5,7,1330,800,534000
3,1,1690,7700,1,0,4,7,1690,0,215000
3,3,2510,12779,1.5,0,3,10,2510,0,1950000
5,4,3530,7924,2,0,3,10,3530,0,1400000
3,2,1470,8350,1,0,3,7,1470,0,212000
3,2,1840,7300,1,0,3,8,1840,0,265000
3,2,1860,5750,1.5,0,5,6,1300,560,400000
4,3,1940,10133,2,0,3,8,1940,0,311500
4,4,4420,20759,2,0,3,11,4420,0,2328000
2,1,800,6050,1,0,4,6,800,0,225000
4,3,3700,21755,1,0,3,11,2620,1080,1250000
3,1,1400,8710,1,0,4,7,1400,0,380000
4,3,2250,11370,2,0,3,8,2250,0,600000
3,2,2230,9053,2,0,4,9,2230,0,600000
3,3,1950,3000,2,0,3,7,1950,0,315000
5,1,2550,4623,2.5,0,4,9,2550,0,847000
4,3,2750,10351,2,0,3,10,2750,0,730000
4,2,2290,11137,1,0,4,8,2290,0,1058000
4,2,2350,17709,2,0,4,9,2350,0,1620000
2,2,1720,5785,1,0,3,6,860,860,664000
4,3,2810,6000,2,0,3,9,2810,0,454450
3,1,940,4200,1,0,3,7,940,0,341000
4,1,1190,8875,1.5,0,4,7,1190,0,276693
2,1,1390,11340,1,0,4,7,1390,0,185000
2,3,1660,2258,2,0,3,7,1660,0,160000
4,3,1920,8497,2,0,3,8,1920,0,270000
4,2,1460,8760,1,0,3,7,1460,0,300000
3,2,1370,10115,1,0,4,7,1370,0,264950
2,1,1050,6250,1,0,4,6,840,210,209950
3,3,3360,8708,2,0,3,9,3360,0,850000
4,3,3160,11380,2,0,3,9,3160,0,645000
4,2,2480,36974,2,0,4,9,2480,0,855000
4,2,2720,37258,2,0,3,10,2720,0,632500
3,3,2070,5013,2,0,3,8,2070,0,289950
2,2,2170,25732,1,0,4,8,2170,0,850000
4,3,3260,4900,2,0,3,9,3260,0,565000
3,3,2250,19270,2,0,3,8,2250,0,792000
3,2,1950,9600,1,0,4,7,1200,750,260000
3,2,2220,209523,1,0,3,7,2220,0,585000
3,2,1330,10523,1,0,3,7,1000,330,295500
4,2,1190,7877,1.5,0,5,7,1190,0,329000
3,2,2770,15232,1,0,3,8,1570,1200,750000
4,3,2310,7555,2,0,3,9,2310,0,495000
3,2,1580,5750,1,0,4,8,1330,250,672500
5,3,2800,3200,1.5,0,5,10,1910,890,1307000
3,3,1500,9636,2,0,3,7,1500,0,405000
3,2,2140,5808,1,0,3,7,1070,1070,620000
4,2,2330,7020,1,0,4,8,1450,880,615000
6,2,3830,11180,1,0,5,9,2440,1390,887000
4,3,4510,5000,2.5,0,3,8,3270,1240,1057000
4,2,2160,39430,1,0,4,8,1660,500,753000
3,2,3170,5000,2,0,5,10,2230,940,1600000
4,4,5550,28078,2,0,4,12,3350,2200,3710000
3,2,1520,8519,1,0,3,7,1520,0,365000
4,3,3410,23000,2,0,4,10,3410,0,870000
4,3,1830,9601,2,0,3,7,1830,0,321000
3,3,1550,4486,2,0,3,7,1550,0,280000
3,3,1520,3593,2,0,3,7,1520,0,288000
3,2,1240,12285,1,0,3,7,620,620,248500
4,3,2380,13550,2,0,3,7,2380,0,330000
5,4,2720,11454,2,0,3,9,1830,890,740000
3,3,2210,8010,2,0,3,8,2210,0,445000
2,1,1050,9600,1,0,4,6,1050,0,198500
7,3,1940,5458,2,0,3,7,1940,0,280000
3,2,1420,3433,2,0,4,7,1420,0,336500
3,3,1690,10336,2,0,4,7,1690,0,267000
3,1,1160,9180,1,0,3,7,1160,0,315000
4,3,2040,7412,2,0,3,8,2040,0,545000
3,2,1840,16679,1,0,3,8,1840,0,274950
2,1,1440,7130,1,0,3,7,1210,230,500000
3,1,1390,9624,1.5,0,4,7,1390,0,299000
3,3,1470,1445,2,0,3,8,1160,310,420000
3,3,1776,1248,3,0,3,8,1604,172,620000
3,2,1640,12000,1,0,3,7,1180,460,575950
4,3,2860,6600,2,0,3,9,2860,0,666500
4,2,1740,7292,1,0,3,7,1020,720,180000
3,2,1390,18200,1,0,4,7,1390,0,261350
4,4,2730,5607,1,0,5,9,1660,1070,1030000
3,2,1435,8960,1,0,4,8,1435,0,390000
3,1,1640,12384,1,0,4,7,1090,550,253500
4,3,2630,48706,2,0,3,8,2630,0,625000
4,3,1580,7800,1,0,4,7,1580,0,255000
3,3,1740,3721,2,0,3,8,1740,0,257000
2,2,1900,13122,1,1,3,7,1100,800,869000
4,3,3130,10860,2,0,3,10,3130,0,745000
4,4,3500,9525,2,0,3,10,3500,0,1350000
3,2,2130,7500,1,0,4,7,1090,1040,350000
3,3,950,1110,2,0,3,8,950,0,475000
3,3,1720,11656,2,0,3,8,1720,0,540000
2,1,830,2699,1,0,3,7,830,0,175000
2,1,660,5240,1,0,4,4,660,0,100000
5,1,2590,4652,2,0,4,8,2310,280,890000
3,3,1600,4271,2,0,3,7,1600,0,280000
4,4,4390,13833,2,0,3,10,3320,1070,1050000
4,3,3560,12047,2,0,3,10,3560,0,486000
5,3,2860,68519,2,0,5,8,2860,0,670000
3,3,1640,7847,2,0,3,8,1640,0,480000
3,2,1500,6180,1,0,4,6,1060,440,440000
3,3,3990,8505,2,0,3,9,2870,1120,1500000
4,3,2610,33206,2,0,3,10,2610,0,743700
3,2,1470,7590,1,0,3,7,1470,0,449950
2,1,700,2334,1,0,3,7,700,0,367000
4,3,3960,12895,2,0,3,11,3960,0,1185000
3,1,900,7576,1,0,4,6,900,0,201000
3,2,2010,3800,2,0,2,7,2010,0,575000
3,3,1940,10350,1,0,3,7,1420,520,295000
3,1,1510,8760,1,0,4,6,1510,0,190000
2,3,2020,5000,1,0,3,8,1350,670,742500
6,4,4430,11453,2,0,3,9,3000,1430,875000
4,4,4010,10880,2,0,4,11,3150,860,1387000
4,2,3070,8400,2,0,4,8,3070,0,600000
3,2,1460,11100,1,0,3,7,1460,0,207000
4,3,3260,5335,2,0,3,9,3260,0,650000
2,1,830,5610,1,0,3,6,830,0,275000
4,3,2390,4200,2,0,3,9,2150,240,1200000
3,2,1130,7200,1,0,4,6,1130,0,262500
2,1,1120,8661,1,0,3,7,1120,0,399000
4,2,1410,10648,1,0,4,7,1410,0,139000
3,3,1750,4797,2,0,4,7,1750,0,575000
2,1,1040,3200,1,0,3,7,1040,0,580000
3,2,1630,2490,2,0,3,7,1630,0,468000
3,1,1380,10112,1,0,4,7,940,440,230000
4,4,3680,18804,2,0,3,10,3680,0,675000
3,1,1250,20040,1,0,3,7,1250,0,318000
5,4,2660,6978,2,0,3,8,1980,680,332100
2,1,620,6600,1,0,3,6,620,0,175000
4,2,2600,10660,2,0,4,8,2600,0,817000
4,3,2150,8119,2,0,3,8,2150,0,1200000
3,2,1470,6550,1,0,3,7,1070,400,525000
3,1,1380,7282,1.5,0,5,6,1380,0,189000
3,3,1680,1683,2,0,3,9,1120,560,629950
1,1,1000,9084,1,1,3,7,1000,0,641500
3,2,1630,7573,1,0,3,7,1230,400,490000
3,2,1790,15142,1,0,3,7,1360,430,415000
2,1,890,6380,1,0,3,6,890,0,250000
3,2,1290,8175,1,0,4,7,820,470,781000
4,2,2420,7927,1,0,4,7,1400,1020,400000
4,3,3680,7105,2,0,3,10,2890,790,935000
4,3,3020,17810,1,0,3,9,1600,1420,575000
4,3,4240,11189,2,0,3,10,4240,0,1660000
5,3,3130,9450,1,0,4,8,1580,1550,302300
2,1,900,6656,1,0,3,7,900,0,355000
3,2,2880,7599,1,0,3,9,1710,1170,1538000
4,2,2390,17717,1,0,4,8,2390,0,926250
3,2,1450,7620,1,0,4,7,1050,400,300000
3,2,1070,9000,1,0,4,7,1070,0,361500
3,2,1740,9840,1,0,4,8,1740,0,616000
2,2,1210,1161,2,0,3,8,1210,0,395000
3,2,2100,10000,1,0,4,7,2100,0,245000
3,1,1060,9600,1,0,4,6,1060,0,206000
4,3,3280,16575,1,0,3,9,2190,1090,706000
3,2,1660,6000,1.5,0,3,7,1660,0,578000
5,3,3070,5252,2,0,3,8,3070,0,341950
3,1,1150,9048,1,0,2,7,1150,0,305000
3,3,1710,3600,1,0,3,7,1590,120,575000
3,1,1180,43124,1,0,4,6,1180,0,330000
4,2,2130,7200,2,0,3,7,2130,0,445000
3,1,1050,7560,1,0,3,7,1050,0,333000
4,3,2520,3980,2,0,3,8,2520,0,598500
2,1,700,6000,1,0,3,6,700,0,225000
4,3,2640,4200,2,0,3,8,2640,0,570000
5,2,2330,6783,1,0,3,7,1310,1020,630000
5,2,2830,7738,2,0,4,8,2830,0,779000
4,4,3720,13591,2,0,3,10,3720,0,760000
5,2,1890,9600,1,0,4,7,1890,0,322968
4,3,2910,7287,2,0,3,8,2910,0,595000
4,1,1300,18836,1,0,4,7,1300,0,321000
3,2,2770,57745,2,0,3,8,2770,0,653000
4,2,2520,21834,1,1,3,8,1420,1100,750000
3,1,1340,4284,1,0,3,7,1080,260,530000
2,2,1060,1241,2,0,3,7,960,100,352750
4,3,2480,8563,2,0,3,8,2480,0,424950
5,3,2220,4000,1,0,3,7,1230,990,427000
4,3,3220,5120,2,0,3,9,2420,800,558000
2,2,1600,5643,1,0,3,7,1600,0,438200
1,1,640,4800,1,0,3,6,640,0,340000
4,4,3610,7904,3,0,3,11,3290,320,830005
4,3,3420,5012,2,0,3,10,2330,1090,548000
3,2,1840,5101,1,0,5,7,1040,800,411715
4,4,2790,16117,2,0,4,9,2790,0,865000
6,4,5860,13928,2,0,3,10,4150,1710,1750000
3,3,3450,16200,2,0,3,10,3450,0,688000
4,3,2350,5100,2,0,3,8,2350,0,399950
3,1,1250,4590,1.5,0,3,6,970,280,555000
3,2,2000,3207,1,0,4,7,1100,900,677000
3,2,2260,9568,1,0,3,8,1780,480,539000
3,2,1510,6597,1,0,4,6,950,560,410000
2,2,1800,2748,2,0,4,9,1800,0,472000
3,3,2420,8856,1,0,3,9,1620,800,755000
5,2,1750,8325,1,0,5,7,1750,0,269900
4,3,2660,40312,2,0,4,8,2660,0,667400
3,2,2640,7544,1,0,3,10,2640,0,1220000
3,3,1460,1613,2,0,3,8,1180,280,544000
2,1,1570,5000,1.5,0,4,8,1570,0,800000
3,1,1010,7500,1,0,4,7,1010,0,315000
4,1,1200,7200,1.5,0,3,6,1200,0,227000
4,3,4040,25752,2,0,3,10,4040,0,765000
3,3,1820,1641,3,0,3,8,1540,280,625000
4,5,5810,7440,2,0,3,10,3790,2020,1875000
4,3,3010,9600,1,0,3,9,1510,1500,822600
4,3,1910,8947,1,0,4,8,1160,750,515000
4,2,1640,5014,1,0,4,7,930,710,377000
3,1,1480,17360,1,0,3,8,1480,0,600000
4,2,2520,7770,1,0,3,8,1680,840,525300
4,3,2840,13554,1,0,4,9,1990,850,760000
2,1,840,7200,1,0,4,5,840,0,202000
3,2,1730,38884,1,0,3,8,1730,0,470000
3,3,3140,10983,2,0,3,10,3140,0,810000
3,1,1480,8415,1,0,3,7,1080,400,175000
4,2,1920,7986,1,0,3,7,960,960,440000
2,1,770,8636,1,0,2,6,770,0,197000
3,1,1010,7384,1,0,5,6,1010,0,254000
3,1,1460,10000,1.5,0,3,7,1460,0,405000
2,1,940,4264,1,0,5,7,940,0,416000
4,3,2840,4864,3,0,3,9,2840,0,779950
4,3,1910,7210,1,0,4,7,1430,480,200000
4,3,2430,8509,2,0,3,9,2430,0,658100
2,2,1610,4104,1,0,3,7,950,660,397000
3,4,2780,5002,2,0,3,10,2780,0,815000
2,1,1160,8504,1,0,4,7,1160,0,345000
4,3,1850,7199,2,0,4,7,1850,0,305500
3,2,2120,13090,1,0,3,8,2120,0,340000
5,3,2620,12763,1,0,3,7,1400,1220,330000
4,3,2060,3608,2,0,3,7,2060,0,269000
3,1,1060,9525,1,0,3,7,1060,0,349950
3,1,1500,6240,1,0,4,7,1500,0,431000
4,2,2380,5700,2,0,4,7,1820,560,735000
5,3,3045,5030,2,0,3,8,3045,0,414000
3,3,1700,4105,2,0,3,8,1700,0,619500
3,2,1240,13869,1,0,4,7,1240,0,675000
3,1,1410,7854,1,0,4,7,1410,0,380500
3,2,880,6600,1,0,5,6,880,0,253000
2,1,740,9003,1,0,3,5,740,0,157500
4,2,2030,9300,1,0,4,8,2030,0,627000
4,3,2090,7241,1,0,4,7,1140,950,469500
2,1,920,8341,1,0,3,7,920,0,319950
3,1,1180,7200,1,0,4,7,1180,0,249500
3,1,1260,3230,1.5,0,3,7,1260,0,485000
5,3,3690,10260,1,0,4,9,2070,1620,1125000
3,2,1700,17355,1,0,3,7,1200,500,314500
